ID	Title	Year	Budget	Rating	Votes	Actor_Minor_0	Actor_Minor_1	Actor_Minor_2	Actor_Top_0	Actor_Top_1	Actor_Top_2	Actor_Low_0	Actor_Low_1	Actor_Low_2	Director_Low_0	Director_Low_1	Director_Low_2	Director_Top_0	Director_Top_1	Director_Top_2	Comedy	Short	Drama	Animation	News	History	War	Horror	Adventure	Sci_Fi	Biography	Documentary	Family	Action	Adult	Romance	Musical	Sport	Fantasy	Mystery	Thriller	Music	Crime	Western
725265	Parkland (2013)	2013	10000000.0	6.3	10828	34	76	7	1	6	0	2	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
725334	Parlez-moi de la pluie (2008)	2008	0.0	6.1	1450	4	30	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
725551	Pars vite et reviens tard (2007)	2007	0.0	5.5	1128	9	47	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
725553	Pars: Kiraz operasyonu (2007)	2007	4000000.0	6.1	1643	2	55	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
725703	Particle Fever (2013)	2013	0.0	7.4	4329	0	54	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
725792	Partir (2009/I)	2009	7600000.0	6.3	3254	5	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
725820	Partition (2007)	2007	10000000.0	7.0	2196	6	27	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
725854	Partly Cloudy (2009)	2009	0.0	8.3	12135	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
725860	Partner (2007)	2007	0.0	5.6	7075	15	8	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
725975	Parts Per Billion (2014)	2014	1300000.0	4.2	1352	14	24	5	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
726124	Party Monster (2003)	2003	5000000.0	6.3	12178	8	22	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
726213	Partysaurus Rex (2012)	2012	0.0	7.7	2558	6	7	5	4	8	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
726221	Parugu (2008)	2008	0.0	7.0	1213	8	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
726233	Paruthi Veeran (2007)	2007	0.0	8.1	1304	3	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
726444	Pas sur la bouche (2003)	2003	0.0	6.4	1298	5	8	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
726722	Pasolini (2014)	2014	0.0	5.8	1173	4	15	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
727008	Passchendaele (2008)	2008	0.0	6.6	6705	6	45	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
727081	Passengers (2008)	2008	25000000.0	5.8	26038	8	7	3	0	3	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
727319	Passion (2012)	2012	30000000.0	5.3	15515	6	14	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
727410	Passion of Mind (2000)	2000	0.0	5.6	2659	3	7	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
727432	Passion Play (2010)	2010	8000000.0	5.0	7177	20	24	3	0	4	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
727493	Passionada (2002)	2002	0.0	6.2	1168	6	27	6	1	4	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
728206	Pathfinder (2007)	2007	20000000.0	5.4	35823	5	16	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
728214	Pathfinders: In the Company of Strangers (2011)	2011	50.0	3.5	1069	0	174	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
728238	Pathology (2008)	2008	8000000.0	6.0	25820	13	11	4	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
728752	Patiala House (2011)	2011	0.0	5.9	5114	11	32	2	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
728870	Patlak Sokaklar: Gerzomat (2012)	2012	0.0	5.4	1145	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729015	Patrick (2013)	2013	0.0	4.9	2604	3	11	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
729059	Patrik 1,5 (2008)	2008	0.0	6.9	7278	4	19	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729153	Patron Mutlu Son Istiyor (2014)	2014	3000000.0	6.3	3511	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
729415	Paul (2011)	2011	40000000.0	7.0	179822	9	3	27	0	9	1	3	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729438	Paul Blart: Mall Cop (2009)	2009	26000000.0	5.2	79562	32	35	28	1	11	1	4	7	12	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
729439	Paul Blart: Mall Cop 2 (2015)	2015	30000000.0	4.4	17540	35	124	14	0	0	0	0	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
729728	Paulette (2012)	2012	0.0	6.6	4434	7	48	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
729760	Pauline & Paulette (2001)	2001	0.0	7.0	1460	1	45	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729813	Pauly Shore Is Dead (2003)	2003	0.0	4.6	3856	24	113	10	0	2	0	3	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
730054	Pawn (2013/I)	2013	0.0	5.7	5524	8	9	3	0	4	0	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
730061	Pawn Sacrifice (2014)	2014	0.0	7.3	2538	20	23	2	0	2	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
730064	Pawn Shop Chronicles (2013)	2013	5000000.0	5.9	7919	18	35	2	0	6	0	2	0	6	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
730171	Pay It Forward (2000)	2000	40000000.0	7.1	91406	11	33	12	0	2	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
730194	Pay the Ghost (2015)	2015	0.0	5.1	3778	11	20	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
730286	Paycheck (2003)	2003	60000000.0	6.3	86412	16	2	20	0	3	1	2	3	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0
730688	Peace, Love, & Misunderstanding (2011)	2011	0.0	5.9	5541	15	26	2	0	3	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
730720	Peaceful Warrior (2006)	2006	10000000.0	7.3	18921	8	26	4	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
730781	Peacock (2010)	2010	0.0	6.2	8290	3	25	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
730896	Pearl Harbor (2001)	2001	140000000.0	6.0	238425	24	0	118	1	9	3	5	9	8	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
730912	Pearl Jam Twenty (2011)	2011	0.0	8.3	6380	6	58	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
731345	Pee Mak Phrakanong (2013)	2013	0.0	7.4	2487	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
731461	Peep World (2010)	2010	0.0	5.6	3144	12	23	5	1	3	0	2	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
731507	Peeples (2013)	2013	15000000.0	5.2	3935	12	19	4	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
731508	Peepli (Live) (2010)	2010	0.0	7.5	6898	6	12	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
731728	Peindre ou faire l'amour (2005)	2005	0.0	6.1	1104	5	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
732011	Pelo malo (2013)	2013	0.0	6.9	1154	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
732044	Peluca (2003)	2003	0.0	6.6	1394	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
732277	Penelope (2006)	2006	15000000.0	6.8	47854	11	29	5	2	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
732404	Penguins of Madagascar (2014)	2014	132000000.0	6.7	51786	14	0	14	0	3	1	2	0	2	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
732567	Penny Dreadful (2006)	2006	0.0	5.1	5366	2	8	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
732776	Penthouse North (2013)	2013	0.0	5.5	2934	3	7	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
732936	People I Know (2002)	2002	22000000.0	5.5	9581	20	37	6	0	3	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
732966	People Like Us (2012)	2012	16000000.0	7.1	32743	14	32	13	0	5	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
733019	People Places Things (2015)	2015	0.0	6.9	1346	7	11	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
733672	Percy Jackson & the Olympians: The Lightning Thief (2010)	2010	95000000.0	5.9	132042	30	6	98	0	6	0	4	3	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
733673	Percy Jackson: Sea of Monsters (2013)	2013	90000000.0	5.9	79826	15	5	11	0	4	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
733748	Perdiendo el norte (2015)	2015	0.0	5.7	1141	5	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
733948	Perfect Creature (2006)	2006	11000000.0	5.5	4619	5	30	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
734013	Perfect Hideout (2008)	2008	0.0	4.1	1093	3	13	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
734066	Perfect Mothers (2013)	2013	16000000.0	6.2	21134	5	26	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
734074	Perfect Opposites (2004)	2004	0.0	5.6	1166	7	18	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
734132	Perfect Sense (2011)	2011	0.0	7.1	38099	6	44	2	1	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
734137	Perfect Sisters (2014)	2014	0.0	5.6	3574	9	23	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
734147	Perfect Stranger (2007)	2007	60795000.0	5.7	36440	7	35	19	0	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
734153	Perfect Strangers (2003)	2003	0.0	5.2	1244	3	18	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
734359	Perfume: The Story of a Murderer (2006)	2006	50000000.0	7.5	179761	13	16	45	1	3	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
734619	Perkins' 14 (2009)	2009	0.0	5.2	1783	0	28	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
734775	Pernicious (2014)	2014	0.0	5.4	2323	2	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
734866	Perrier's Bounty (2009)	2009	0.0	6.4	4855	6	22	3	0	6	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
734879	Perro come perro (2008)	2008	0.0	6.7	1300	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
734992	Persecuted (2014/I)	2014	0.0	3.6	1059	12	17	3	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
735031	Persepolis (2007)	2007	7300000.0	8.0	65665	5	7	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
735223	Personal Effects (2009)	2009	0.0	6.3	6773	13	20	2	0	1	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
735299	Personal Velocity: Three Portraits (2002)	2002	125000.0	6.6	3147	12	28	5	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
735571	Pervert! (2005)	2005	0.0	4.7	2007	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736117	Petelinji zajtrk (2007)	2007	0.0	7.6	1340	0	27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736121	Peter & the Wolf (2006)	2006	2000000.0	7.7	3136	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
736169	Peter and Vandy (2009)	2009	500000.0	6.3	1315	8	20	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
736312	Peter Pan (2003)	2003	100000000.0	6.9	50722	8	8	32	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0
736906	Peur(s) du noir (2007)	2007	0.0	6.8	2469	2	19	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
737104	Phantom (2013/I)	2013	10000000.0	5.8	11131	9	20	2	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
737105	Phantom (2013/II)	2013	0.0	7.8	1116	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
737108	Phantom (2015)	2015	0.0	5.3	4258	45	32	2	0	4	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
737307	Phas Gaye Re Obama (2010)	2010	0.0	7.5	3173	5	39	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
737419	Phat Girlz (2006)	2006	3000000.0	2.9	8225	5	73	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
737424	Phata Poster Nikhla Hero (2013)	2013	0.0	4.9	2778	15	7	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
737630	Phileine zegt sorry (2003)	2003	3200000.0	6.1	2756	6	32	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
737747	Philomena (2013)	2013	12000000.0	7.6	68844	28	33	12	0	9	3	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
737796	Phir Bhi Dil Hai Hindustani (2000)	2000	0.0	6.2	3990	13	10	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
737798	Phir Hera Pheri (2006)	2006	0.0	6.2	6234	23	11	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
737805	Phir Milenge (2004)	2004	0.0	6.4	1144	6	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
737898	Phoebe in Wonderland (2008)	2008	0.0	7.2	6413	7	19	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
737930	Phoenix (2014/II)	2014	0.0	7.3	5082	7	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
737996	Phone Booth (2002)	2002	13000000.0	7.1	194015	12	17	12	0	4	0	3	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
738977	Picking Up the Pieces (2000)	2000	0.0	4.7	2970	11	42	2	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
739256	Picture This (2008)	2008	30000.0	5.4	7092	6	35	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
739579	Pieces of April (2003)	2003	300000.0	7.1	17638	6	18	1	0	2	0	0	1	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
739661	Piedras (2002)	2002	0.0	7.1	1324	6	44	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
739989	Pieta (2012)	2012	103000.0	7.2	8270	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
740059	Pig Hunt (2008)	2008	6000000.0	4.8	2111	1	41	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
740206	Piggy (2012/I)	2012	900000.0	5.5	1164	11	18	2	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
740221	Piglet's Big Movie (2003)	2003	35000000.0	6.0	4323	1	2	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
740243	Pigs (2007)	2007	0.0	4.7	3119	1	44	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
740465	Piku (2015)	2015	0.0	7.6	10122	4	31	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
741089	Pina (2011)	2011	3238460.0	7.7	10778	0	51	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
741191	Pineapple Express (2008)	2008	27000000.0	7.0	237395	14	2	21	0	6	0	2	2	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
741223	Ping guo (2007)	2007	0.0	6.8	1692	3	20	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
741236	Ping Pong Playa (2007)	2007	0.0	6.0	2640	8	27	4	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
741239	Ping Pong Summer (2014)	2014	0.0	5.3	1971	6	47	2	0	0	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
741255	Ping-pongkingen (2008)	2008	0.0	6.4	1078	2	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
741267	Pingu-Pongu (2002)	2002	0.0	7.2	2735	4	21	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
741290	Pinjar: Beyond Boundaries... (2003)	2003	0.0	8.1	1671	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
741684	Pinocchio (2002)	2002	0.0	4.2	6079	12	53	2	0	3	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
741800	Pintu terlarang (2009)	2009	0.0	6.8	1198	0	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
741835	Pioneer (2013)	2013	5555559.0	6.0	3046	4	15	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
742087	Piranha 3D (2010)	2010	24000000.0	5.5	69409	13	41	7	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
742089	Piranha 3DD (2012)	2012	5000000.0	3.8	30296	14	30	4	0	1	0	1	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
742267	Pirates of the Caribbean: On Stranger Tides (2011)	2011	250000000.0	6.7	338913	15	0	47	0	13	6	0	6	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
742271	Pirates of the Caribbean: The Curse of the Black Pearl (2003)	2003	140000000.0	8.1	742321	4	0	47	3	10	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
